agentid,yearnumber,weeknumber,Lotto,Lotto Plus1,Euro Millions,Euro Millions Plus,ScratchCard
bbd08537,2016,17,178,45.5,62,34,0
e986d712,2016,14,607,144,369,169,1749.06
b1c73c04,2016,15,2352,555,837,346,1569.06
d3492da5,2016,14,1005,207.5,695,170,514.08
84b49953,2016,14,2822,668.5,1181,490,2408.04
bfbfdcfd,2016,17,1569,347.5,529,216,1587.06
efdc3f54,2016,17,1856,444,730,294,2585.16
72fbc565,2016,16,533,129,283,118,910.08
59724541,2016,13,607,143.5,340,138,0
5b89e561,2016,14,2348,536.5,1017,428,2154.06
243246ff,2016,17,874,203,632,299,514.08
67ec1cb7,2016,13,2446,561.5,1148,474,2390.04
d4944af8,2016,16,350,85.5,347,126,0
285f05a4,2016,14,1023,230.5,539,208,1614.06
e043e10b,2016,17,NULL,NULL,NULL,NULL,-958.752
c1e3b56c,2016,17,948,235,533,241,1353.96
db7849f6,2016,16,1046,253,609,241,144
51e0560a,2016,15,686,173.5,309,144,847.98
2f0af97c,2016,15,148,35,189,83,170.1
ee11c402,2016,17,1377,325.5,460,180,1261.08
88873228,2016,17,166,39,88,42,573.48
c12b9d74,2016,13,1201,300.5,581,258,550.08
73a522cc,2016,14,127,30.5,49,23,0
62b5d553,2016,15,376,80.5,218,88,216
3a3b9a63,2016,13,245,61.5,220,92,1270.08
10f10669,2016,15,903,227,456,221,417.96
dc3f5c38,2016,15,752,177,244,101,1396.08
c5d47f4d,2016,17,278,68.5,110,51,0
711bd9be,2016,13,1177,281.5,506,188,1479.96
3a92bd97,2016,14,911,200,627,260,576
aaa5449e,2016,13,944,213,279,112,820.08
2c9ebff1,2016,16,297,63.5,145,54,486
a15f26db,2016,14,250,51.5,73,29,170.1
cab278aa,2016,17,1027,232,695,221,829.08
aa880c6a,2016,15,1867,419.5,804,299,1198.08
90dc08f9,2016,13,840,201.5,500,202,2532.06
21c7e520,2016,15,648,152.5,270,126,549
35be3d5f,2016,13,470,119,305,106,909.18
36bb6ca8,2016,15,595,144,366,115,631.98
e4372f40,2016,17,1524,110.5,224,98,253.98
29e5b485,2016,16,1858,321,791,301,846
5936f078,2016,16,825,193.5,498,189,696.06
ca919e74,2016,16,1360,196.5,228,73,522
6b6da3f7,2016,17,2110,501,782,323,2487.96
2b7de857,2016,14,1546,371.5,680,247,1099.98
767640fd,2016,17,1136,228.5,437,132,820.08
9c60a184,2016,13,736,164.5,397,150,912.06
c7f5bf7d,2016,14,678,170,253,104,964.08
0dbc3630,2016,14,437,107.5,193,87,640.08
4fa50a25,2016,14,1471,353.5,667,291,1216.08
c92b09aa,2016,15,2591,606.5,1475,613,1677.06
41d4ce0b,2016,16,1219,275.5,369,140,730.98
efd5b8d5,2016,14,1240,241,717,266,170.1
e4eee739,2016,13,478,120,112,61,253.98
f54822f2,2016,17,627,155,134,57,163.98
c28d5ebc,2016,15,2581,573.5,1166,426,2776.14
9625f01c,2016,14,317,68,134,34,0
5e84824b,2016,17,70,17,51,28,225
90fc5d78,2016,13,456,105.5,338,147,838.08
81b77b7e,2016,13,1591,378.5,741,317,1126.98
bf92643b,2016,14,1040,239.5,504,223,379.98
bf0e6c10,2016,14,252,47.5,126,60,1621.08
94a34f08,2016,17,3469,741,1286,480,1670.265
33f44184,2016,16,3506,583.5,723,270,1094.04
d49a982d,2016,14,578,144,220,105,766.08
6331a240,2016,15,2208,511.5,1059,449,1713.06
a14617cf,2016,14,1372,332.5,548,256,1081.98
d0ce4390,2016,15,329,80,230,82,611.1
6e0030ca,2016,16,1946,463.5,991,408,1045.98
858b04ea,2016,16,301,74.5,206,89,324
396b0c33,2016,15,272,64.5,310,112,0
6e67c74a,2016,14,264,59.5,143,59,1531.08
fea4f946,2016,14,735,168.5,314,144,451.98
00ec5b53,2016,17,147,31.5,69,26,334.08
331c1918,2016,14,458,114,218,76,784.08
d5365855,2016,15,1483,345,548,245,1731.06
1d3bb1bb,2016,15,1142,268.5,870,322,1938.06
400b4cf3,2016,15,2892,588.5,999,344,1578.96
fb7f236f,2016,16,680,167.5,325,134,1135.98
153a3ae5,2016,15,1234,308.5,609,276,1551.06
b17bf2d7,2016,15,133,31,255,111,386.1
c1ad261c,2016,17,1687,369.5,658,255,1728.18
98def601,2016,13,437,108.5,202,93,379.98
7dc32393,2016,17,1140,268,384,168,163.98
ec7f0bff,2016,15,838,189.5,693,140,140.895
d59d1eda,2016,14,174,44.5,64,29,621
34920253,2016,16,58,7,18,2,-507.6135
5801dd79,2016,17,2938,702,701,292,1623.06
3a37bbb0,2016,14,1160,265,268,121,764.1
38bffbd9,2016,13,529,135,206,105,379.98
ce63f141,2016,17,380,83.5,139,39,0
525a8bf3,2016,15,421,100,380,155,1333.08
22d3fbe7,2016,17,925,188,485,189,1820.16
0f4525af,2016,16,1446,325,969,365,1000.08
67cf1eb9,2016,13,791,201,323,128,2011.14
c23f0d22,2016,16,1916,479.5,706,317,1704.06
75694397,2016,17,733,182.5,200,103,369
c2e3fa28,2016,16,427,103.5,189,75,1738.08
50d493b8,2016,17,1377,312,667,215,1189.98
8abb6657,2016,15,1252,302.5,574,252,2091.06
36123f66,2016,16,878,216.5,448,190,1315.08
b714e00a,2016,16,3978,946.5,1435,674,2990.16
1e8442e3,2016,13,735,176.5,344,159,739.98
f80b13ea,2016,15,944,220,395,188,1281.96
2ff17726,2016,14,629,141.5,211,101,685.08
d83a8827,2016,16,286,66,399,180,649.08
b976118c,2016,13,194,33.5,130,61,-143.55
cd818d97,2016,15,1277,298.5,862,381,270
63ee70f7,2016,13,1162,283,625,290,1299.06
685a1f7f,2016,17,301,74,154,62,0
fffa8ec5,2016,13,221,49.5,121,44,0
64da699f,2016,17,546,138.5,92,46,819
16d55aec,2016,15,2112,490.5,756,314,1515.06
890ef9d2,2016,16,237,58,90,45,0
da938452,2016,17,558,121,248,104,1081.08
5afa9a5c,2016,17,299,65.5,82,41,0
e08b2d87,2016,15,2857,337.5,699,298,1297.98
61e2dbaf,2016,13,1309,310.5,502,235,910.98
3e4c7028,2016,16,931,214,351,141,640.08
c35060f5,2016,16,NULL,NULL,NULL,NULL,-207.9
b0ea136e,2016,13,329,80,184,75,298.98
82e62852,2016,17,1093,257.5,526,254,1324.98
17460de4,2016,16,1517,375,568,242,1620.18
22a176fb,2016,14,3073,707.5,1190,478,2642.04
0b892e70,2016,13,158,38.5,71,32,0
71f8e5eb,2016,13,488,115.5,220,95,388.98
0ca35e75,2016,17,878,219,270,134,2612.16
d30fb6a9,2016,17,2352,555,1107,427,2415.06
6ca8e8ef,2016,13,1805,427,920,382,2064.06
7000ba8e,2016,14,588,140.5,206,82,90
c2ad2460,2016,16,842,195,369,136,955.08
889d3726,2016,15,1354,338,553,219,1038.96
f0ea22e9,2016,13,2875,649,1343,493,3557.16
5aae840e,2016,17,511,129.5,226,106,559.98
639de220,2016,14,454,112,193,92,703.98
078ca43e,2016,14,1607,367,667,237,1238.04
b8f396d3,2016,14,458,110,218,108,378
3db4db9c,2016,13,856,215,395,192,1192.725
b84a05f4,2016,14,1001,201.5,574,235,919.08
9dfc4f29,2016,16,644,154.5,333,154,1585.98
3d6e27da,2016,14,107,27.5,90,40,163.98
eba25940,2016,15,1505,353,1345,520,2164.14
7916f7ea,2016,14,197,47.5,82,45,694.08
de490f0d,2016,13,1213,301,528,224,1029.96
0906591a,2016,16,231,56,60,33,0
296ac431,2016,15,1003,255,627,263,1137.96
fe68683c,2016,14,1434,334.5,761,307,1200.06
40e400e8,2016,14,4059,951,1878,708,2209.14
a8d79b51,2016,16,319,80.5,134,60,0
3dfd1324,2016,15,1207,275,482,182,793.98
a163dbb3,2016,15,1093,262.5,736,228,980.1
e5c5ea7b,2016,13,1791,403.5,524,202,1081.98
97d6f83c,2016,15,521,129,184,87,468
e9910aac,2016,15,2030,447.5,748,298,685.08
f7621ae7,2016,17,1332,324.5,570,180,1677.06
b261c0e5,2016,13,833,199.5,233,102,2140.92
84f941a1,2016,14,2934,674,1234,431,2145.06
e198594e,2016,15,145,32,33,13,170.1
a3abc4ed,2016,16,441,99.5,119,58,163.98
9aba44c6,2016,14,1309,294.5,765,320,1605.06
2811ec6d,2016,16,356,90,126,67,441
94b09def,2016,14,919,229.5,347,158,478.98
27a013e5,2016,16,1569,358.5,574,234,1470.06
65872457,2016,13,893,219,345,126,1009.98
c8ce7388,2016,17,576,132,80,39,180
b31af4f6,2016,14,1448,337.5,472,215,1487.16
1501f66b,2016,13,1566,381,526,229,1245.06
0bb4a7b8,2016,17,1452,313.5,598,204,1798.02
fcd9fe3b,2016,16,1027,233,561,236,944.1
3982841d,2016,14,1669,366,881,296,1540.08
63f2c5dd,2016,15,778,182,610,302,451.98
70b1031a,2016,17,736,175.5,322,149,0
b93c9bb7,2016,15,789,199.5,351,142,1153.08
e553f071,2016,13,245,62.5,123,45,379.98
1c131b9e,2016,14,1891,461,903,377,3020.04
c18d8726,2016,16,294,71.5,115,42,469.08
41eb6a1b,2016,15,1187,260.5,287,72,379.98
77693f97,2016,17,1775,411,759,262,955.08
c548933e,2016,15,260,54.5,174,82,0
9650d384,2016,14,1852,427,892,375,2388.24
8ae8f585,2016,17,605,142.5,156,66,568.98
7419a6e3,2016,14,311,70,202,63,0
fcda6be7,2016,16,86,22,29,13,0
ef7b0085,2016,14,1166,266.5,401,197,1495.08
1434704f,2016,16,625,135,160,79,108
ce796972,2016,13,501,122,184,73,1017
bce1b6b5,2016,15,197,49,149,65,0
ac0b15c8,2016,17,811,202,264,124,739.98
f2b823c7,2016,14,1997,374,568,206,1283.94
54b2c96d,2016,13,145,35,31,13,379.98
1a4efe90,2016,15,2665,615,1282,546,550.08
ba780e66,2016,15,564,144,270,131,0
827bb4de,2016,14,772,187,322,139,0
926adb46,2016,16,3096,754.5,1048,425,2578.14
51b9d813,2016,14,578,122,270,128,343.98
6324ec32,2016,13,1228,290,605,242,804.06
9c5d7494,2016,17,586,99.5,467,178,0
20229a2b,2016,16,1268,281,785,331,1090.08
c0a9f31e,2016,13,460,116,237,111,865.98
f6e65b4e,2016,13,827,191.5,340,138,0
52785ab1,2016,14,991,223,478,180,469.08
3d0a16d1,2016,15,1140,271.5,491,196,1009.98
f2a64063,2016,13,1728,409.5,953,402,1623.96
adf23fd9,2016,15,1916,444.5,585,233,1000.98
5f3b81be,2016,15,991,230.5,552,228,621
256f972a,2016,17,2393,511.5,774,293,2190.06
255bd761,2016,17,3083,716,1494,659,2075.04
37a4f3e2,2016,16,213,54.5,147,65,-850.32
99da92fb,2016,15,1321,318.5,610,290,980.1
123921f1,2016,15,1795,435,767,322,1577.16
d6ec1f11,2016,13,823,178.5,680,218,2595.06
f4176cb6,2016,15,1211,300.5,517,262,594
67b63baa,2016,13,966,239,447,200,1677.06
c5f7cc49,2016,16,2353,551,1194,484,1334.16
2d51f3bd,2016,13,544,137,263,111,0
8c67b8ad,2016,17,235,55.5,132,60,298.98
69363bb0,2016,14,968,238,642,241,611.1
5cee1eb7,2016,14,1965,415.5,1162,435,1641.06
fb23a3e9,2016,14,825,181.5,244,114,0
6fc6a3f1,2016,17,2938,630,874,360,1753.02
7e491695,2016,13,58,15,49,19,105.3
c2c0679e,2016,16,223,57,77,42,-94.5
e60d0bdd,2016,17,433,107.5,215,90,910.08
0f05768a,2016,13,637,158.5,390,177,1000.98
7e6f7611,2016,16,2348,584.5,943,407,2027.16
d3c57deb,2016,13,678,165.5,366,182,1360.08
9a76118f,2016,15,231,54,60,22,170.1
f300fb7e,2016,13,397,94,93,42,180
5e72f194,2016,14,1662,363,747,302,1659.96
5a7bf073,2016,16,993,235.5,432,212,984.06
1a351822,2016,16,1342,318.5,585,265,558
446e634c,2016,13,625,155,331,135,1792.98
f94ff1bd,2016,15,746,170,673,216,0
aba2e555,2016,17,1536,343.5,945,342,0
b4eb9adc,2016,14,286,71,115,49,793.08
98f77fd4,2016,14,1303,312.5,583,242,2046.06
d56c332f,2016,14,384,96,178,65,225
0848156d,2016,15,301,74,126,56,388.98
d1873202,2016,17,1795,418.5,1089,465,919.08
8489a5ad,2016,16,660,158.5,421,190,90
77604cd1,2016,13,441,107.5,200,93,180
fcbb2baa,2016,13,525,123.5,180,73,694.98
db5f9cb1,2016,16,936,222.5,712,300,1272.06
b42ae52a,2016,16,866,183,437,176,180
daf2d733,2016,16,1370,311,533,241,3280.14
0225edf2,2016,15,1568,373,697,255,1920.96
f6606273,2016,13,799,195.5,377,159,514.08
f685b0de,2016,14,264,67.5,88,42,0
cd53f5e7,2016,17,390,93.5,200,77,0
8b6660ae,2016,13,442,101,104,45,216
2908a103,2016,16,1373,334.5,496,232,685.98
5539e524,2016,14,2114,524,1234,533,2335.14
ab0864d8,2016,16,358,89,121,64,-90.36
2485bcfa,2016,16,1585,365.5,805,357,1117.98
bbe9a26c,2016,14,288,73.5,125,66,1906.02
c5fe7c77,2016,13,1577,372.5,540,224,1180.08
e020701f,2016,17,1164,275.5,529,231,1486.08
cbbd32db,2016,17,893,213.5,334,136,1000.08
f76249fc,2016,15,1730,428.5,645,249,1380.06
40c4599f,2016,13,221,50.5,69,28,253.98
89056cd9,2016,15,776,191.5,575,203,903.06
d9bd2ac9,2016,14,1711,342,850,318,1486.08
8801e07a,2016,17,1324,307.5,575,199,521.1
150808a7,2016,14,948,196.5,402,199,685.98
6b8afbbe,2016,16,997,158.5,704,196,0
c2f2079c,2016,14,793,193.5,272,96,685.98
fa44b879,2016,16,991,239,439,182,0
f8639472,2016,14,660,165.5,327,156,1918.08
b971b586,2016,16,260,66.5,95,51,0
c6b547e8,2016,16,807,174,380,149,633.96
c69ee77e,2016,17,1448,341.5,671,245,1713.06
20e4aceb,2016,15,1375,329.5,355,154,694.98
5cb6374c,2016,15,2181,504,1148,426,2695.14
a2879a58,2016,15,215,52,88,46,0
e42c68bd,2016,15,597,145.5,380,169,334.08
afb30b43,2016,16,654,161.5,323,136,0
b67f6ccc,2016,15,397,100.5,163,85,504
075e5133,2016,17,744,172,307,137,820.08
346c8b3d,2016,15,936,222.5,500,197,1018.08
16406973,2016,17,882,203,356,170,1045.98
97a3fc3b,2016,13,362,84.5,169,92,0
8e5a583e,2016,16,588,148,182,88,629.1
4bb775b6,2016,13,325,82,138,69,0
9d4278cb,2016,15,1029,244,489,191,1036.08
efe3b910,2016,16,564,138,161,80,761.31
e79ebef5,2016,16,4941,1072,1705,662,1443.06
de371692,2016,14,1726,406.5,724,301,1866.06
d3d11319,2016,13,691,160,369,178,730.08
c1cc3d60,2016,14,795,175.5,430,179,1288.08
8309c8ba,2016,13,297,71.5,104,53,621
2bb5cf55,2016,14,876,215,364,175,714.06
802cea52,2016,17,352,83.5,145,71,1740.06
898385b3,2016,14,125,31,114,59,270
1af64b0a,2016,15,490,109.5,204,74,0
bf839185,2016,14,870,201.5,368,172,1495.08
d3423d47,2016,13,423,107,239,105,324
223c825d,2016,17,1462,345,658,283,1774.08
c98819a7,2016,16,931,209.5,550,221,424.08
ecba3722,2016,15,834,192,366,156,0
96ac97ec,2016,16,1277,311,397,193,1467.18
310131ef,2016,16,944,226.5,388,172,1234.98
411f546b,2016,16,1865,412.5,1304,451,973.08
d4c7ae67,2016,16,1154,276,546,247,1306.08
5658cfef,2016,16,493,120,132,67,450
6867a55b,2016,17,1240,241,423,180,-248.805
9aefb98c,2016,16,1487,355.5,776,320,3281.04
697f050e,2016,14,725,177,402,145,804.06
17ce3abe,2016,13,795,192,529,265,424.08
6.87E+049,2016,15,644,159.5,264,127,694.08
cd3afe86,2016,17,644,161.5,298,113,469.98
8a9e4ac4,2016,15,872,202.5,579,262,1290.06
0dca7ec6,2016,14,533,125,299,139,469.98
efb78919,2016,15,970,236,506,203,910.08
5d19c836,2016,15,738,178,299,129,424.08
6c45c561,2016,14,31,8,12,7,0
6400d91f,2016,15,1099,270,472,186,962.1
515ee062,2016,17,787,180.5,276,137,0
93e32291,2016,15,1417,300,690,277,1758.06
33c861ab,2016,17,525,120.5,393,90,1137.06
1d742207,2016,13,1226,309.5,590,215,1029.06
b8f1f8b3,2016,16,627,158,323,167,3394.08
ef9f17a7,2016,16,623,146.5,298,137,874.98
43c3aeb6,2016,14,109,28,55,26,-215.415
f582897d,2016,14,397,95,277,108,306
c530250b,2016,14,1313,305,544,210,1000.98
d52adb14,2016,16,891,189.5,298,127,613.98
699d5772,2016,13,2393,546,1006,408,1092.96
b8c7c90a,2016,13,1105,278,345,173,1937.16
dd9ae4ff,2016,13,346,88.5,119,56,270
e23d048b,2016,15,987,237.5,724,354,1855.08
f1cafca3,2016,13,1662,391.5,445,213,487.98
a1863508,2016,14,687,164.5,276,131,0
4ab16161,2016,14,52,9.5,18,10,0
3d36792a,2016,17,542,119,242,99,856.08
7ad682da,2016,13,2606,608.5,732,329,1137.96
a2cc277c,2016,16,519,132.5,379,169,1000.08
204e547f,2016,14,297,73,187,83,-152.82
be99254d,2016,13,1375,321,967,411,1281.06
5a0245c3,2016,17,609,150,117,62,273.6
9a3d1d00,2016,15,2518,603.5,1400,480,820.98
89cfafe4,2016,16,1013,240.5,502,242,1468.08
af2013d0,2016,15,493,113.5,447,171,899.1
1d5e5c39,2016,17,441,109,209,95,306
c90ac0cf,2016,16,678,167.5,263,114,379.98
6ad631b7,2016,15,4274,965.5,2800,1054,1900.08
0392fb83,2016,15,86,22,84,35,163.98
13a52fbe,2016,17,578,141.5,184,72,522
c5f6760f,2016,13,6158,1461,2346,980,4254.12
4e48c4dd,2016,17,6081,1287,2220,784,0
9010b5d2,2016,15,1023,254.5,432,171,497.25
cff5a158,2016,17,1111,256.5,526,214,802.98
75253b46,2016,13,491,75.5,338,113,1035
ce4d424f,2016,15,2165,528,747,369,2786.04
4a16237e,2016,13,190,45.5,93,41,0
f5a87a43,2016,14,196,50,57,26,514.98
657dd649,2016,17,1756,391.5,693,303,2162.16
d38a7398,2016,16,605,151.5,178,90,668.16
7e86f02c,2016,17,294,52,38,17,0
d0f540cd,2016,15,513,125,353,141,163.98
1371433e,2016,16,931,229.5,281,132,919.08
09bfa436,2016,15,256,63.5,101,45,1171.08
0ef0066a,2016,15,2061,454,1069,427,4140.36
c8e9c7a1,2016,16,1256,287,609,213,1560.06
153b3e40,2016,16,729,177,632,204,1135.08
880d2669,2016,14,113,25.5,68,33,414
51eba751,2016,15,638,162,325,166,748.98
07e9d9ae,2016,13,82,21,11,6,0
078f9df8,2016,14,1571,381,739,320,1596.06
870a74a7,2016,15,50,13,20,10,0
f507a1e2,2016,13,274,64,185,76,1353.06
90b9e320,2016,15,876,203.5,388,158,1421.1
87d03bd2,2016,15,333,85,138,39,0
97ecad7e,2016,16,2485,554,1041,438,2169.18
266a6f34,2016,16,409,89,167,67,216
ed8c3b46,2016,14,1705,423.5,938,411,2776.14
f9c1cd9f,2016,14,472,107,218,91,342
d56faa7c,2016,13,2502,611,1017,496,1506.06
b09f079c,2016,13,693,174,160,67,163.98
8b5a91f6,2016,17,1940,429.5,1046,406,1920.06
6939ee5e,2016,16,248,62.5,138,69,163.98
8.12E+042,2016,17,1758,431,667,329,838.08
618a0dd6,2016,15,678,107.5,699,180,0
b66346ed,2016,17,456,106.5,152,65,874.98
122dc3ca,2016,14,840,174,522,119,270
6c61d81e,2016,15,72,18.5,77,23,847.98
b2f7e96a,2016,16,1295,313,782,348,1270.98
d259a413,2016,13,1223,295,713,320,649.98
706ab0bf,2016,13,184,45,336,146,0
52e28f5c,2016,16,186,43.5,141,51,38.88
3.57E+024,2016,13,472,119.5,224,112,665.1
f8b27b65,2016,16,1630,354.5,603,242,739.08
11c2b56c,2016,13,870,204,371,140,1036.08
1b8cd55c,2016,15,101,26,27,11,0
31685bab,2016,16,785,174,476,166,-101.52
035dfe34,2016,14,981,220,263,108,1362.06
6dc0c226,2016,16,1930,476.5,644,280,1360.98
2746f642,2016,14,270,67.5,101,45,0
c4be480e,2016,13,491,121,152,57,746.1
1400ce5f,2016,13,372,78.5,134,53,0
080bf9ad,2016,17,2183,373.5,546,213,514.98
af451c4a,2016,16,423,107,156,80,595.98
1fbe15a2,2016,17,1193,257.5,894,272,847.98
89e09386,2016,14,1393,334,616,288,964.98
12c26137,2016,17,2551,628.5,815,345,2171.16
b98d1284,2016,15,2142,495.5,883,371,2217.06
cdc3dd6d,2016,17,211,48,77,39,396
d7f124a2,2016,17,1266,286,362,147,1245.96
a78b9c77,2016,17,625,157,356,170,450
ebe68e60,2016,16,1293,284,782,299,955.08
aa334c1e,2016,14,603,147,316,106,910.08
7695161c,2016,14,207,51,207,104,0
c825f8cc,2016,17,137,32,66,35,476.1
e6986265,2016,17,213,40,92,37,198
ee91f247,2016,17,864,216.5,274,122,1254.96
43e2e73f,2016,16,817,167.5,655,263,613.98
c83c4317,2016,15,2285,537,885,398,514.98
0589a5b5,2016,13,664,156,480,197,829.08
1e1d2cf1,2016,13,891,217,493,188,948.96
358f8916,2016,16,5194,1209,2333,874,1910.16
17ec5642,2016,15,1358,284,581,271,1613.16
6d3203d0,2016,14,1448,345,715,290,984.06
c77d0f29,2016,15,1452,352,754,275,1099.98
ea3244e5,2016,17,844,203,299,118,1587.96
80ddfb86,2016,13,638,158,276,130,685.08
27418434,2016,13,1258,280,796,299,604.08
716db12b,2016,14,458,116,301,144,0
a1a3d04c,2016,13,1479,354.5,542,221,622.08
e0236403,2016,13,995,245,432,191,1407.96
6c118e27,2016,14,687,162.5,266,131,459
3eb7907f,2016,13,370,90.5,104,45,216
0f23ec98,2016,17,1036,252.5,384,182,2078.1
b4ef17ac,2016,17,527,130.5,150,76,929.88
e81a4f76,2016,15,1336,323,656,283,685.98
b00f7941,2016,13,329,82,114,58,433.98
25f920ce,2016,16,3743,876,1506,634,684
575501eb,2016,17,689,158.5,248,109,810
a6ef2cae,2016,16,574,141.5,266,96,1470.06
4b21d42a,2016,17,1170,266.5,531,243,1659.06
7c89c9b7,2016,14,1466,360,822,391,1585.98
f9a3a4b1,2016,17,1150,275,401,168,1506.06
4547327d,2016,16,258,66,156,65,1036.98
b3f2eaa6,2016,14,1585,348,868,359,1191.06
4fb3415e,2016,16,989,241.5,379,187,631.98
81a106e6,2016,15,511,119.5,200,84,216
e74d4685,2016,17,695,158,323,127,0
c0af6873,2016,16,1479,351.5,456,185,1045.08
efe8b2b6,2016,15,201,51.5,143,78,0
88d05d8f,2016,17,160,40,31,17,0
eb7f211c,2016,15,274,70,150,82,135
1544d40f,2016,17,927,229,366,178,469.98
a3fee9b0,2016,17,229,51.5,88,37,225
59325264,2016,15,540,134,257,120,957.96
b714f2bc,2016,17,290,68,115,50,469.98
8.16E+072,2016,13,4417,991.5,1735,686,2819.16
3342d96b,2016,15,223,57,117,57,0
f26bec5d,2016,16,1228,293.5,721,306,649.98
7aa15440,2016,16,327,71,114,54,216
25994f67,2016,14,1687,408.5,540,253,1373.04
5dea7ac4,2016,16,811,201,285,123,1272.96
e80a33d6,2016,15,292,72,242,121,1000.08
5f52b08a,2016,14,1017,250.5,456,191,946.08
f3847a9b,2016,17,615,150,276,131,3703.14
1c9dfeab,2016,14,2401,527,1186,448,993.96
e9d0f95e,2016,14,331,77.5,211,86,163.98
8bedfbf2,2016,17,2095,479.5,577,253,948.06
c3555ff9,2016,15,219,55,121,61,585
3a21300b,2016,13,411,100,171,79,396
0aea8c93,2016,16,1162,250,290,90,514.08
af071c55,2016,17,962,239.5,347,130,1515.06
78ade0a7,2016,16,1550,376,702,283,2359.08
cca41f78,2016,13,3839,880.5,1681,665,3486.06
3238c3f2,2016,17,852,208.5,263,116,90
dcfcfcc0,2016,17,513,130,174,89,694.08
5158759b,2016,13,789,185,517,211,1018.08
7dbc165b,2016,15,591,151,377,129,1216.08
e4992d77,2016,16,1185,284.5,517,217,1126.08
9421fbb9,2016,17,1344,323.5,404,200,1090.98
b796e1d1,2016,16,562,117,364,125,260.1
715ac4e0,2016,15,294,59,233,99,1768.14
6c34ebbc,2016,13,270,38,106,49,298.98
47f6f5c9,2016,14,1891,446.5,789,316,1180.08
52119415,2016,13,3418,807.5,1343,480,2496.06
4a48810b,2016,17,605,147,204,81,0
2ca5c804,2016,17,3431,825.5,1129,471,2292.12
4a5dfead,2016,14,854,206,322,153,163.98
5a603c74,2016,14,1313,318,345,161,928.08
cb11ca45,2016,16,768,178,257,107,469.98
d9341c09,2016,16,1127,281,502,245,685.08
938911a8,2016,14,1838,441,747,297,1945.08
41196948,2016,14,684,156.5,338,110,270
7c770d47,2016,17,1930,457,627,275,2136.06
df73514b,2016,15,544,112.5,230,93,170.1
352ed53a,2016,15,341,83,97,38,163.98
61640deb,2016,14,584,140,356,144,926.1
f9f1b431,2016,15,3457,802.5,1527,602,8597.16
93b3b8dd,2016,13,346,81,218,77,1000.98
07da8bb9,2016,15,1095,262,506,211,838.08
83c6ca4a,2016,13,1569,376,701,298,1515.06
3f32f781,2016,17,1722,409.5,623,252,2705.94
8f17af10,2016,17,1664,408.5,520,215,856.08
25fac675,2016,15,262,63,143,47,0
cced692a,2016,15,280,71.5,93,47,315
a94f569d,2016,14,1201,291.5,452,186,2296.08
95e8700c,2016,17,315,74,152,60,0
546c8ea0,2016,13,343,77.5,115,56,649.98
bbdb2eee,2016,14,1509,335,857,325,910.08
dc36d3bf,2016,15,4996,1113,2432,938,3748.14
c3781113,2016,15,1664,389,809,320,3100.14
25e2177a,2016,15,3678,764.5,1249,499,3704.04
ca3f9b71,2016,13,870,210.5,358,167,343.98
826cceac,2016,16,221,54.5,51,19,334.08
900f0740,2016,14,2810,698,1190,515,2272.14
a07d228e,2016,17,2949,682,748,296,1828.98
e65eedcc,2016,14,1983,447.5,1170,456,3090.24
eb9c229b,2016,17,907,227,373,142,0
12ec1db5,2016,17,1754,420,973,395,694.395
e45962e9,2016,16,1330,314.5,669,239,3315.06
f747fe93,2016,15,147,31.5,75,35,1000.08
6319d6ee,2016,17,474,119,276,142,216
67bd4002,2016,15,462,112,379,144,838.08
97d86eb4,2016,14,348,83,156,68,343.98
50d2a305,2016,14,3571,807,1324,501,0
74b0595c,2016,15,2849,694.5,1010,466,1569.06
94f30fbe,2016,14,1103,269.5,842,282,3378.06
2d8d87f3,2016,15,2585,616,1115,433,2594.16
4ef9a01e,2016,16,201,48.5,64,34,90
389c5562,2016,14,595,144.5,250,97,883.98
69f42447,2016,15,1387,334.5,553,224,1875.06
d5cb4b6a,2016,16,2016,448.5,962,340,1911.06
58b08584,2016,13,666,151.5,272,92,595.98
0741df97,2016,17,148,35,55,26,209.0412
0b7acbd7,2016,14,1344,286,770,297,2216.16
2a8e7a79,2016,15,395,78.5,198,57,0
d3f410a2,2016,17,419,88.5,110,47,567
c2c59409,2016,14,333,83,132,62,0
fc81961b,2016,14,482,122,195,101,1503.18
089e11a6,2016,17,1685,414,603,251,327.96
13660200,2016,14,3149,715.5,1280,555,0
cc9290f6,2016,14,1934,436,638,268,163.98
5a2e8f89,2016,14,378,94.5,202,85,946.08
e4ef43bc,2016,14,360,77,132,44,288
c11ae031,2016,17,4194,907,1700,735,4724.1
11d0e571,2016,16,1540,376,540,239,1135.98
c5f2cd7b,2016,17,427,108,134,62,550.08
dd51b10a,2016,15,2989,700.5,1711,674,3512.34
925118db,2016,17,1842,430,787,310,1443.06
e8996a06,2016,17,2136,498,912,332,757.98
fe241bf7,2016,13,691,174.5,255,132,1027.98
89f0e6a1,2016,14,1417,336.5,504,225,1540.08
453f019a,2016,17,1724,409.5,780,273,1099.98
61acc451,2016,16,519,120.5,218,107,406.98
677a402f,2016,16,942,223.5,432,184,633.96
1d0546d7,2016,14,150,34.5,106,54,0
b509b066,2016,17,1803,440.5,747,298,1324.08
279caed2,2016,17,2967,635,1192,433,1243.08
ef883a82,2016,13,482,105,281,142,1366.2
46e59bf4,2016,14,558,136,239,88,685.98
